,original,duplicate
3246,866268,"{866268: 159.64976714553288, 869044: 73.52583028317977, 863047: 72.22528031157255, 865214: 71.67449140160464, 859043: 70.15727585460118}"
3247,866319,"{866319: 173.43500864359615, 858373: 55.22846482973602, 866403: 55.07468668737096, 864111: 54.0613075077622, 876117: 53.25501349905756}"
3248,866375,"{866375: 178.80218113018833, 420034: 65.69288500065554, 720805: 62.7983732106423, 708294: 61.48853167260671, 868268: 60.781560397373326}"
3249,866400,"{866400: 94.89314535269483, 869919: 29.49613675452537, 235567: 28.64513912517718, 765009: 28.086729454629005, 685263: 26.732299686038797}"
3250,866414,"{866414: 185.77747406292062, 836331: 74.00542784400423, 720803: 70.90237888600805, 835049: 69.25409531745522, 496866: 69.13830817681145}"
3251,866486,"{866486: 119.9132115286586, 850187: 40.257861355759474, 827083: 34.86309272278177, 866444: 34.50667499424418, 803964: 33.55947668706189}"
3252,866511,"{866511: 162.2340762374817, 872490: 70.20489412953118, 872492: 70.20489412953118, 872728: 70.20489412953118, 872481: 69.27415313820184}"
3253,866538,"{866538: 121.13856630713578, 858643: 41.60052406368073, 425446: 39.19826269665322, 425318: 37.5546774011615, 792219: 36.71356853096775}"
3254,866558,"{866558: 122.81485411317104, 705623: 54.19932028784421, 687463: 53.82557807333952, 814172: 52.78737025901352, 793094: 51.787462144477175}"
3255,866739,"{866739: 140.41060066616853, 867044: 63.442844909950566, 871923: 63.25201447760296, 868143: 61.67914927902534, 719775: 61.13275047845151}"
3256,866820,"{866820: 238.4691878218926, 675927: 66.34947834106957, 873383: 64.78053516111339, 932302: 61.42229824045044, 921639: 59.96657906170681}"
3257,866880,"{866880: 155.69060899492297, 448556: 36.441837757689264, 681550: 30.51038021041706, 212629: 30.163320348154322, 287219: 29.15797730471915}"
3258,866980,"{866980: 154.65821491176496, 866976: 151.16030913472804, 871393: 66.66040018184295, 867044: 63.442844909950566, 736270: 61.37049922213338}"
3259,867022,"{867022: 116.03993200618514, 867044: 63.442844909950566, 864852: 60.885663608299524, 865266: 59.95993488708371, 866980: 59.642907886597506}"
3260,867044,"{867044: 79.31198333446511, 864852: 60.885663608299524, 865266: 59.95993488708371, 861147: 59.12050123798537, 867953: 59.12050123798537}"
3261,867194,"{867194: 247.7086319592802, 867190: 167.02126316059753, 849719: 105.94594193219956, 824077: 102.4135988939757, 872744: 100.71995910165236}"
3262,867458,"{867458: 187.3301679816343, 851381: 37.6647052670325, 908205: 33.45356834213767, 828680: 31.94698220593022, 926501: 30.955983897951846}"
3263,867484,"{867484: 189.02906336327504, 842914: 70.80217044920174, 865807: 66.36202805704588, 860798: 66.23907053148193, 854420: 64.51301193958685}"
3264,867527,"{867527: 239.66632934074178, 800388: 79.46361285124745, 686039: 78.30458812631139, 862875: 78.2797164901273, 648218: 77.77771270230994}"
3265,867536,"{867536: 66.54052566828062, 807255: 60.73830505016575, 864260: 59.88797428939483, 805074: 57.46547093072644, 864259: 56.712116352426875}"
3266,867660,"{867660: 119.42915902671402, 872974: 69.19883195434586, 861204: 66.47990656979147, 387487: 64.66955641922445, 867044: 63.442844909950566}"
3267,867736,"{867736: 169.68637100068548, 860336: 69.15965126022083, 885947: 68.15946282955564, 902811: 64.58692858503596, 878803: 64.40833632167309}"
3268,867806,"{867806: 248.14777880287846, 562869: 49.11535811182568, 725034: 47.75485604826217, 595177: 44.76637699893561, 577787: 44.765131009635404}"
3269,867906,"{867906: 114.51564880944878, 865266: 59.95993488708371, 872892: 59.66471618652881, 871420: 59.31388665905121, 681610: 59.144395001768366}"
3270,867953,"{867953: 71.45274869570818, 831218: 60.62433266955325, 831219: 60.62433266955325, 831220: 60.62433266955325, 865266: 59.95993488708371}"
3271,868105,"{868105: 107.57927542691274, 861477: 68.51240299330544, 867044: 63.442844909950566, 864852: 63.41825898912384, 864754: 62.6887818077325}"
3272,868172,"{868172: 147.23060343189135, 893994: 33.061300836972876, 870220: 31.081626524303783, 428296: 30.06495217527736, 354774: 28.672695900955635}"
3273,868268,"{868268: 99.43384491891398, 869402: 64.88638249947005, 869374: 61.681402287619534, 696638: 60.29828920169769, 866383: 57.91070294742824}"
3274,868283,"{868283: 162.1503760689607, 872471: 54.26457943429631, 897914: 53.783634503874715, 861569: 53.37136531814309, 871923: 52.721520356506716}"
3275,868332,"{868332: 137.89879822778576, 655567: 62.64989901928101, 890276: 62.23786253570857, 628206: 60.330602823506645, 676044: 58.31915961879924}"
3276,868595,"{868595: 330.45418931456464, 817959: 89.51353355568847, 866444: 84.89028585877858, 928640: 83.65282531466025, 901294: 80.63370027246403}"
3277,868704,"{868704: 152.60288746705905, 944462: 59.201715949886, 811835: 56.10168617510385, 819301: 54.845751528145726, 941226: 54.8279404539174}"
3278,868752,"{868752: 103.31592036658061, 902106: 62.661375035243154, 781662: 61.98038168863201, 871165: 61.504028616793875, 902751: 60.57857102312481}"
3279,868768,"{868768: 163.56475879194863, 870668: 64.4167603955961, 452626: 63.8880848871956, 849615: 62.6929875571149, 279106: 61.51391068967391}"
3280,868847,"{868847: 76.45398009799582, 851436: 31.034812863359896, 653633: 24.720337533811048, 614086: 24.553478195650445, 539375: 23.471534922091436}"
3281,869037,"{869037: 71.47045813219493, 865316: 32.12828630831012, 686750: 28.555979833856814, 942708: 28.11286224608701, 881438: 25.44420006846511}"
3282,869044,"{869044: 128.53619202151285, 859043: 73.42425804842881, 865214: 72.77208249890886, 871207: 72.75719732367241, 863204: 71.40279545208105}"
3283,869063,"{869063: 84.20366602108916, 853415: 26.932433340947632, 857626: 26.850019459986058, 348929: 24.55687046988379, 296685: 23.89380973564127}"
3284,869186,"{869186: 189.94446522293367, 435889: 80.30521735987887, 480948: 68.36614305298258, 355259: 66.21244353152817, 581823: 63.84238410763044}"
3285,869402,"{869402: 166.43326850821865, 868268: 83.32262451753573, 869374: 64.20642977892808, 866383: 61.18109451811218, 450768: 60.23309843627284}"
3286,869504,"{869504: 91.67380680930968, 439685: 26.083726584804133, 284940: 26.079032325261366, 348604: 25.323720122920353, 694977: 24.743936519833838}"
3287,869885,"{869885: 160.2935207668037, 654295: 72.71834109376184, 860244: 71.61523000826894, 871207: 67.71386881273446, 626092: 67.70454265473224}"
3288,869939,"{869939: 39.83024828428971, 679016: 16.194396056152662, 863042: 14.90714318177876, 443068: 14.236160725827972, 581261: 14.13838241051089}"
3289,870011,"{870011: 67.63935354109333, 940396: 29.38978312518312, 870471: 27.900363469354247, 940974: 26.112095347779082, 932934: 25.489237020869396}"
3290,870100,"{870100: 92.66997326672977, 897880: 26.695139258014173, 779618: 24.715724113203283, 736028: 24.545779414079668, 890119: 24.48736336835153}"
3291,870529,"{870529: 72.5813411959968, 629275: 28.374359682744902, 818601: 26.215102255549684, 620580: 25.950811715362626, 877479: 25.015092413602208}"
3292,870545,"{870545: 50.128759104697586, 318943: 21.05170642782051, 182928: 19.79745721200942, 344768: 18.732020634075504, 546907: 18.704741121869336}"
3293,870597,"{870597: 47.99081317891046, 632941: 16.789852692415614, 843104: 16.789852692415614, 572022: 16.606680771808705, 357783: 16.2329115307711}"
3294,870655,"{870655: 225.94537754906412, 870653: 101.78999879181518, 864233: 62.32123108627582, 867953: 61.38479481508243, 871892: 61.19619943211246}"
3295,871012,"{871012: 100.10411926508094, 871151: 58.9222986116019, 829669: 53.11802639996909, 764528: 52.59274156314088, 627331: 52.07904064858409}"
3296,871124,"{871124: 121.91077348396658, 768795: 24.757203193669575, 436760: 22.625437812912025, 807802: 22.281786809884114, 633143: 21.284625946352886}"
3297,871151,"{871151: 128.44771565949807, 871012: 57.43865225596682, 852987: 45.969362234953216, 949938: 43.74728346947884, 778315: 42.90263362833078}"
3298,871207,"{871207: 99.8696831038173, 871295: 66.41339253573757, 864611: 66.34180743160006, 874150: 64.47252652179182, 869044: 64.45752724363396}"
3299,871227,"{871227: 278.6122204178463, 871393: 69.56291894341439, 594846: 68.43900373106348, 872892: 64.92902253669908, 866980: 64.04984390743606}"
3300,871293,"{871293: 124.35508771917256, 857423: 71.5281674558989, 867049: 67.12924821989257, 644749: 65.01194343366741, 867044: 63.442844909950566}"
3301,871295,"{871295: 97.85566507816934, 871207: 66.41339253573757, 865214: 65.03601081441663, 864611: 63.24048343507955, 863204: 62.34663830132935}"
3302,871393,"{871393: 120.03377315917422, 866976: 63.54175322146616, 867044: 63.442844909950566, 871923: 63.25201447760296, 866980: 62.80403404594414}"
3303,871446,"{871446: 147.88263671855134, 866614: 65.37551193780762, 861378: 64.83849973791568, 871420: 63.747289746845595, 867044: 63.442844909950566}"
3304,871519,"{871519: 163.16428200150045, 718787: 70.24190129667814, 692499: 60.927062794653544, 871281: 60.352326263128894, 894412: 57.09274910556302}"
3305,871562,"{871562: 120.2180069264619, 871214: 64.2318515070793, 871081: 58.76478672250264, 883660: 56.62748785776697, 864592: 55.29280030129091}"
3306,871757,"{871757: 117.76794405435561, 276977: 26.65890636764004, 914163: 26.48499498806824, 889376: 24.296049033199147, 545372: 23.732861731025768}"
3307,871890,"{871890: 79.75981483086947, 858874: 62.16704079421679, 871892: 61.19619943211246, 780569: 60.761329654444715, 865266: 59.95993488708371}"
3308,871892,"{871892: 72.6826401183014, 855296: 60.87817705504322, 865266: 59.95993488708371, 871890: 59.551782034142974, 409900: 59.17276596910556}"
3309,871915,"{871915: 105.12572441130263, 711487: 39.03274828109627, 312325: 37.16751565179368, 312326: 37.16751565179368, 238244: 36.670325657947906}"
3310,871923,"{871923: 132.44620426637982, 871934: 78.29349289349318, 825168: 64.00966550708907, 867044: 63.442844909950566, 868143: 61.67914927902534}"
3311,871934,"{871934: 169.21879251281862, 871923: 81.28830828135236, 867044: 63.442844909950566, 868143: 61.67914927902534, 871393: 60.92169034765583}"
3312,872058,"{872058: 75.1580990623764, 866901: 28.9294303077468, 253149: 20.74636621535378, 931050: 20.10823141968018, 580016: 19.985660171274542}"
3313,872097,"{872097: 85.0756194076778, 866950: 27.535750351299853, 905854: 21.853886372244403, 677930: 20.92448187922897, 399982: 19.88661738872853}"
3314,872126,"{872126: 73.60181435070355, 878372: 58.15888649539102, 874255: 57.36684439548826, 875673: 57.36684439548826, 879513: 57.36684439548826}"
3315,872192,"{872192: 335.90744830663965, 768609: 49.75716625939238, 572100: 49.38079765001379, 849625: 48.32809841303679, 830360: 48.264060829859005}"
3316,872216,"{872216: 118.94563805676319, 819439: 57.58705674416489, 763473: 57.552419000856545, 825767: 57.47183305720818, 809564: 57.075458575821045}"
3317,872318,"{872318: 57.75521926097369, 704005: 22.111579864768885, 601675: 20.488360058791173, 214560: 19.712633842294473, 283494: 19.701250816686418}"
3318,872360,"{872360: 112.78784239231241, 872313: 60.74044259471989, 875312: 60.15308883200776, 872126: 59.81044645499958, 528841: 58.93382754296296}"
3319,872368,"{872368: 34.54310071500099, 602572: 14.683710635408799, 928455: 14.308927424855659, 889057: 14.100549971933908, 597461: 13.874943699528469}"
3320,872391,"{872391: 115.70482057952836, 810181: 79.6932041891838, 810255: 79.6932041891838, 810256: 79.6932041891838, 852878: 79.6932041891838}"
3321,872408,"{872408: 98.81885166280327, 872410: 98.81885166280327, 872520: 98.81885166280327, 872580: 98.81885166280327, 872586: 98.81885166280327}"
3322,872410,"{872408: 98.81885166280327, 872410: 98.81885166280327, 872520: 98.81885166280327, 872580: 98.81885166280327, 872586: 98.81885166280327}"
3323,872413,"{872413: 125.97725672001519, 713014: 59.08312818462332, 819439: 58.05822897090339, 759605: 57.73432040121452, 780402: 57.73432040121452}"
3324,872490,"{872490: 76.31993609918774, 872492: 76.31993609918774, 872728: 76.31993609918774, 872481: 75.30812497314162, 872714: 75.30812497314162}"
3325,872492,"{872490: 76.31993609918774, 872492: 76.31993609918774, 872728: 76.31993609918774, 872481: 75.30812497314162, 872714: 75.30812497314162}"
3326,872517,"{872517: 137.7572607892743, 713360: 29.489144748592395, 883356: 26.317531937432975, 832588: 25.5303280626361, 858493: 25.376327226528232}"
3327,872529,"{872529: 48.156604673545154, 400319: 20.58187103971745, 886939: 20.04328328345796, 394088: 17.963538403975278, 860715: 17.963538403975278}"
3328,872541,"{872541: 85.6404165832028, 890319: 34.73227921748853, 940367: 25.123235725982756, 932934: 24.750860800653022, 890140: 24.411362817621338}"
3329,872633,"{872633: 90.40234144610534, 872643: 83.28186886973454, 809864: 81.3859917939865, 809868: 81.3859917939865, 852875: 79.5934020624877}"
3330,872643,"{872643: 113.93277503654627, 872633: 86.31290773641771, 809864: 82.43862288044879, 809868: 82.43862288044879, 860139: 80.50863213229368}"
3331,872690,"{872690: 138.11350344766242, 884646: 58.671112912153504, 892952: 58.146141911385634, 739164: 57.528999251539105, 711722: 57.12680387699144}"
3332,872714,"{872714: 78.67343223723446, 872490: 76.31993609918774, 872492: 76.31993609918774, 872728: 76.31993609918774, 872481: 75.30812497314162}"
3333,872728,"{872490: 76.31993609918774, 872492: 76.31993609918774, 872728: 76.31993609918774, 872481: 75.30812497314162, 872714: 75.30812497314162}"
3334,872733,"{872733: 60.041563051049394, 862288: 42.849127640712375, 874779: 41.5967607733692, 865266: 40.41552177994116, 861147: 39.84970814135335}"
3335,872738,"{872738: 105.25983799604957, 940292: 32.553087740961374, 870931: 31.02894328918025, 866387: 30.744461259999547, 879160: 30.043714531816153}"
3336,872977,"{872977: 166.11159787166346, 939508: 73.13307383843997, 864750: 70.17500895367237, 872490: 69.27507914402055, 872492: 69.27507914402055}"
3337,873042,"{873042: 116.76365960804897, 361606: 26.274188323343406, 755598: 25.76156222124498, 612252: 24.528090935595507, 327330: 22.194253484582745}"
3338,873076,"{873076: 41.1518799603914, 502232: 22.635784838192208, 949184: 20.77453759442757, 758249: 20.355087570528095, 867675: 20.077983556755314}"
3339,873079,"{873079: 38.114032190784876, 745435: 16.668341661892427, 814961: 15.255948644014195, 726454: 15.197041399782712, 370777: 14.805480857164667}"
3340,873109,"{873109: 118.09197052117622, 873110: 114.08564030965108, 884621: 57.710323125378785, 873148: 56.9044645904627, 874255: 56.58950352968475}"
3341,873110,"{873110: 121.15881049398577, 873109: 118.09197052117622, 890276: 58.41931593808966, 884621: 57.710323125378785, 873148: 56.9044645904627}"
3342,873135,"{873135: 118.91804170446068, 878372: 66.6090459169733, 885980: 66.25838444251482, 874255: 65.70192455032232, 875673: 65.70192455032232}"
3343,873161,"{873161: 112.59731971612595, 874523: 63.28500587906612, 865214: 58.90280254101053, 895386: 58.359745733194465, 861166: 58.08836593569}"
3344,873347,"{873347: 143.968094798227, 897703: 29.166575412077798, 884691: 27.284289788169687, 391987: 26.45075261338482, 839862: 26.260849645479784}"
3345,873370,"{873370: 175.36021958810792, 287219: 55.453574447991, 766058: 55.3033443225645, 588058: 54.41008299498942, 255801: 54.04022246370119}"
3346,873398,"{873398: 102.98655770903365, 867585: 29.319033200545302, 944138: 27.95979672003135, 878106: 27.054708399075107, 947387: 26.76448616631808}"
3347,873442,"{873442: 48.75183925868157, 853611: 23.604277289567314, 642394: 23.60362544221548, 525332: 22.394171827435102, 529674: 22.300241831443888}"
3348,873516,"{873516: 50.427970826612835, 808084: 29.586937670193905, 807924: 17.72199526670331, 692216: 17.53130925198078, 903214: 17.16922341098772}"
3349,873755,"{873755: 157.34588270356508, 873835: 72.11285276089517, 873794: 65.4940107441767, 858046: 59.38441498223647, 880145: 57.2818300970922}"
3350,873761,"{873761: 84.2985599846257, 918329: 49.58369717343021, 401820: 49.21324660460806, 437864: 43.88881072854345, 736038: 37.337835621577796}"
3351,873776,"{873776: 174.34454580772388, 860496: 90.73647783030343, 869065: 80.76947258520185, 865577: 71.12880644174203, 864750: 70.17500895367237}"
3352,873921,"{873921: 158.1176363407053, 793164: 58.41778374134132, 888813: 57.4169060608595, 709756: 57.380141293366506, 673903: 57.27027581432829}"
3353,873947,"{873947: 126.88116407050366, 879513: 69.53920465897552, 880081: 68.87286195260037, 878372: 66.6090459169733, 887704: 66.15055340641122}"
3354,874031,"{874031: 130.9636294187033, 859869: 34.87260871107181, 704017: 31.31890545030773, 683672: 29.723280570403126, 704223: 29.270263209091944}"
3355,874038,"{874038: 102.88008759323276, 874255: 56.58950352968475, 884646: 56.45442015413281, 876286: 56.01475111076137, 878372: 55.206208744983066}"
3356,874064,"{874064: 88.96825980828976, 874063: 69.4347549539266, 518554: 5.592115186002003, 10954: 0.0, 14871: 0.0}"
3357,874223,"{874223: 170.81438499089384, 950123: 73.8671426474606, 882886: 73.56731219708978, 880757: 70.41491098132639, 883666: 69.99734135608833}"
3358,874365,"{874365: 118.33695448739509, 947836: 29.404522357383755, 852019: 23.181373802476664, 829644: 22.54433510000936, 894375: 22.009297649204676}"
3359,874523,"{874523: 123.18505754762427, 865214: 68.04506036309961, 873161: 67.72974809731004, 871207: 67.3220783554932, 863204: 64.73996980055448}"
3360,874564,"{874564: 146.66336242583924, 879584: 72.21378692660974, 877067: 71.52474294390109, 879586: 71.25641305025707, 937062: 70.09420024750752}"
3361,874573,"{874573: 72.74370718471324, 890649: 20.71012764524943, 859057: 19.208343743847763, 776676: 17.100993892094024, 884498: 15.284618444053557}"
3362,874576,"{874576: 126.7704382494218, 862344: 30.22937956208789, 874575: 28.96904209445818, 841078: 22.711929474278183, 896312: 21.47920879231226}"
3363,874628,"{874628: 184.79459044113312, 723493: 148.64224496282256, 844508: 70.23923705539832, 939301: 63.32349294467666, 953157: 62.494966278714834}"
3364,874677,"{874677: 147.1193527596243, 876360: 68.51670778930831, 878372: 66.6090459169733, 879585: 66.53115568290414, 878712: 66.29515338877422}"
3365,874790,"{874790: 116.13910755396726, 900722: 36.7108197228538, 415701: 33.77585581778295, 420088: 33.39766339016943, 628018: 32.50482869270273}"
3366,874792,"{874792: 129.06278213394543, 627525: 31.80941385858528, 785702: 30.579434937138046, 376963: 29.55026026012496, 942464: 27.553785463178762}"
3367,874828,"{874828: 183.94833490332712, 673654: 43.7615236531222, 923883: 35.610410861242805, 478738: 34.44255187511315, 696099: 34.3252284849739}"
3368,874852,"{874852: 219.6444267991204, 876209: 156.96962492813233, 943854: 137.919548273317, 851040: 125.60775024424944, 902893: 121.87804343207512}"
3369,874864,"{874864: 70.74662773551623, 737934: 31.74999535084133, 879501: 27.13728436390234, 936112: 23.679610026749604, 829236: 22.500073353390444}"
3370,875014,"{875014: 131.73926848741272, 936580: 68.16160312207207, 844952: 67.82652290514788, 937857: 65.30705449923026, 903596: 61.46928113009752}"
3371,875182,"{875182: 406.75628133645034, 483086: 99.12731492757607, 533674: 87.58996738040382, 349431: 80.19631884048002, 412254: 76.85089403761354}"
3372,875223,"{875223: 314.9509664194853, 875266: 92.33623410596063, 901294: 78.49911198431609, 859686: 76.1741984835825, 726440: 75.9659618385771}"
3373,875234,"{875234: 181.28084241899296, 877778: 63.01752298202458, 894381: 61.63902164518741, 682678: 58.32755867847178, 875266: 56.3362635431358}"
3374,875350,"{875350: 171.99541322983896, 857496: 72.12907197140757, 865577: 72.12907197140757, 872567: 68.40286912497487, 861082: 67.530706541775}"
3375,875590,"{875590: 157.30680817938102, 889240: 108.01446210401201, 886379: 74.33169883567365, 876136: 71.39878815836629, 868752: 66.36931263147247}"
3376,875713,"{875713: 145.93579521637935, 879585: 71.86670734975918, 880985: 71.3780078752073, 879513: 69.53920465897552, 893305: 69.25371643025402}"
3377,875729,"{875729: 128.51866470422993, 751510: 87.97563092746665, 887681: 87.97563092746665, 684655: 86.82455487672031, 746889: 86.82455487672031}"
3378,875730,"{875730: 128.51866470422993, 751510: 87.97563092746665, 887681: 87.97563092746665, 684655: 86.82455487672031, 746889: 86.82455487672031}"
3379,875743,"{875743: 198.74599484199516, 854806: 87.57519739991446, 827084: 79.07571666422352, 913626: 78.26918935931094, 859674: 73.26317914151635}"
3380,875813,"{875813: 108.29670572985005, 879586: 65.67856532394255, 890276: 65.26507333402715, 880985: 63.726699904529745, 878372: 62.80810019297656}"
3381,875948,"{875948: 137.48323074172956, 875312: 63.6276964725693, 878372: 62.80810019297656, 876077: 62.427760463413115, 874255: 61.95274235231895}"
3382,875997,"{875997: 76.24008482956494, 853802: 58.71711536903935, 860182: 33.64986732122439, 823979: 30.251536340308128, 797333: 28.73625867791572}"
3383,876073,"{876073: 159.4916758178436, 919067: 69.09835026799068, 903790: 67.90769126541483, 874409: 67.1032509314932, 882886: 65.88255043547439}"
3384,876131,"{876131: 131.28931791878674, 876132: 89.2177808911154, 876141: 66.28343504041786, 876065: 61.923250914424756, 896276: 60.08926751889281}"
3385,876132,"{876132: 132.86113185297987, 876131: 93.39517943743728, 876065: 69.43992025020611, 876141: 61.851756484307266, 760252: 57.26149392860626}"
3386,876136,"{876136: 148.8493499555647, 886379: 69.95877324146646, 875590: 67.13316186739368, 902106: 63.857995832196536, 876141: 63.50732954636732}"
3387,876141,"{876141: 197.58138011073203, 876131: 77.92176777034446, 876132: 69.45968076636001, 876136: 67.54257125176392, 945049: 63.432707704967}"
3388,876149,"{876149: 161.32027575106324, 878372: 66.6090459169733, 874255: 65.70192455032232, 875673: 65.70192455032232, 879513: 65.70192455032232}"
3389,876209,"{876209: 231.21913126086028, 874852: 156.96962492813233, 943854: 131.54737551966647, 851040: 118.93368263611414, 940384: 117.46455497589727}"
3390,876360,"{876360: 107.61569008093154, 874255: 67.83705012369482, 878372: 66.6090459169733, 875673: 65.70192455032232, 879513: 65.70192455032232}"
3391,876538,"{876538: 99.59978529996394, 171731: 30.617710113923057, 950483: 30.351246566557393, 826695: 28.2033854626183, 900722: 24.79301648953875}"
3392,876617,"{876617: 68.98649495294023, 841120: 51.81546293425435, 843484: 48.68761912227957, 924041: 45.83107633120994, 839995: 42.91481130614887}"
3393,876709,"{876709: 137.44551575458252, 876708: 125.56739877453846, 900772: 68.90584770335367, 887704: 64.1173475381741, 945233: 62.74186216407976}"
3394,877059,"{877059: 118.19698102788225, 879608: 69.13418003475029, 880985: 67.78278320762351, 875312: 67.32650609440154, 878372: 66.6090459169733}"
3395,877067,"{877067: 132.43053151208989, 859326: 69.62006924144194, 878372: 66.6090459169733, 874564: 65.82720788621279, 874255: 65.70192455032232}"
3396,877122,"{877122: 77.56430882887426, 745713: 61.91426953476943, 807269: 61.91426953476943, 819258: 61.91426953476943, 947815: 61.91426953476943}"
3397,877129,"{877129: 100.04879216808759, 751510: 65.56991587424008, 887681: 65.56991587424008, 684655: 64.71199693672752, 746889: 64.71199693672752}"
3398,877312,"{877312: 44.0386357069271, 905323: 13.774909608575888, 566083: 13.582062123659465, 836520: 13.55465698728742, 696099: 13.509230133802612}"
3399,877528,"{877528: 132.50300160031108, 943358: 75.04455381391602, 887704: 69.61473324827229, 928488: 67.50110119280079, 889065: 66.57120602101779}"
3400,877642,"{877642: 198.10595597194146, 846334: 98.56183780963329, 849216: 95.96192213867162, 841007: 88.75402000811212, 908651: 74.21546049597625}"
3401,877688,"{877688: 75.94116198632997, 887461: 70.80819654221267, 887464: 70.80819654221267, 887472: 69.88173976802393, 887473: 69.88173976802393}"
3402,877704,"{877704: 195.01454100666635, 900822: 42.901457651425375, 953147: 34.54168848495809, 707248: 34.428614249326984, 769013: 33.45108421005635}"
3403,877778,"{877778: 131.14948525426962, 877773: 86.82345987558769, 894381: 70.43159263413668, 875234: 59.05536261025937, 734043: 56.45310806432536}"
3404,877801,"{877801: 188.7205620033191, 877528: 76.11954862502265, 943375: 74.97973889610881, 686737: 74.91627344591255, 943358: 74.4089393615352}"
3405,878193,"{878193: 185.02288243312273, 674265: 72.96221190601942, 932785: 67.50922853278772, 736745: 60.736304534533836, 755667: 58.223182825197675}"
3406,878298,"{878298: 242.13387011987285, 952597: 42.39297566947374, 552833: 39.90985293755138, 276735: 38.649452732125006, 240823: 38.12995685263585}"
3407,878372,"{878372: 81.54829409152013, 874255: 65.70192455032232, 875673: 65.70192455032232, 879513: 65.70192455032232, 879608: 65.70192455032232}"
3408,878397,"{878397: 303.10858690225143, 753773: 87.1954800182078, 784989: 84.74490297508791, 784990: 84.74490297508791, 753780: 80.16263656172626}"
3409,878482,"{878482: 68.26801914923453, 721201: 56.65351791437236, 878463: 54.21639132743199, 877180: 53.42409034134522, 880835: 52.65461268830467}"
3410,878575,"{878575: 134.8330938974391, 878065: 66.94409932176033, 750122: 45.84501848379773, 785703: 38.507861674933444, 906518: 37.861854942418915}"
3411,878702,"{878702: 222.99386444976045, 874061: 44.25900946004382, 445147: 43.83126042261415, 859986: 42.25317304528001, 406143: 40.59783117452348}"
3412,878762,"{878762: 171.24459752077502, 952585: 38.15919685659977, 880164: 37.67904844053369, 886323: 36.70024865370758, 932934: 35.6703767156724}"
3413,878803,"{878803: 145.7601506321961, 885947: 81.7228419015225, 872594: 77.96567891158907, 868162: 67.44722171965368, 883740: 66.88142785607434}"
3414,879390,"{879390: 86.03396752560845, 466285: 26.48621390029885, 584417: 22.42080701123609, 373751: 22.088019771924778, 701343: 21.056361980627052}"
3415,879585,"{879585: 102.5756517009911, 879584: 75.40683128142255, 879586: 74.40712563739179, 880641: 69.26468185199575, 888540: 68.77208262826478}"
3416,879586,"{879586: 79.77562487959501, 879584: 75.40683128142255, 879585: 69.78148725228209, 880641: 69.26468185199575, 878372: 66.6090459169733}"
3417,879590,"{879590: 106.75672792329043, 879598: 54.752786654913905, 879592: 51.07451953565732, 879488: 36.647690481777154, 879611: 34.40584089157606}"
3418,879601,"{879601: 180.74152803964853, 879588: 68.61711152785608, 879611: 52.51051673890824, 879607: 52.052800326067, 879606: 51.56022384575941}"
3419,879607,"{879607: 133.42738568505365, 879611: 61.76560521722322, 879588: 44.13176493057459, 885069: 42.78031658895543, 879606: 42.15783038943378}"
3420,879689,"{879689: 123.7452933646118, 879704: 57.529088302773225, 876286: 56.45442015413281, 884646: 56.45442015413281, 875584: 55.74664513837112}"
3421,879862,"{879862: 156.58496892294517, 879864: 156.58496892294517, 589880: 94.43061287524225, 369170: 86.98214827339383, 879878: 76.72196951031978}"
3422,879864,"{879862: 156.58496892294517, 879864: 156.58496892294517, 589880: 94.43061287524225, 369170: 86.98214827339383, 879878: 76.72196951031978}"
3423,879880,"{879878: 105.34198437079377, 879880: 105.34198437079377, 878372: 66.6090459169733, 874255: 65.70192455032232, 875673: 65.70192455032232}"
3424,879974,"{879974: 80.82118191295125, 927815: 32.10712031828016, 936421: 27.080792033113788, 878065: 26.7569968840212, 936422: 24.677116865261368}"
3425,879985,"{879985: 50.247395935811966, 923850: 19.62565415514345, 878106: 19.141964466181303, 336624: 17.87203925973436, 934532: 17.71287787136754}"
3426,879990,"{879990: 137.59391738232813, 873662: 31.499737275309116, 576665: 27.872491398326844, 940515: 27.041935683366766, 735607: 26.87944440930712}"
3427,880071,"{880071: 163.7184448450548, 246354: 37.39611256934356, 607164: 36.336610337381714, 242820: 32.668604023001656, 362517: 32.3918811179019}"
3428,880081,"{880081: 87.70496587465423, 878372: 66.6090459169733, 885231: 66.23386404414457, 874255: 65.70192455032232, 875673: 65.70192455032232}"
3429,880307,"{880307: 86.2656547508969, 329723: 24.45898443193567, 706523: 21.650040554859128, 921103: 21.170682801543784, 753157: 18.62447202777146}"
3430,880559,"{880559: 136.38218098176515, 874255: 69.22885963647799, 945787: 65.55379214969801, 880641: 65.51549965399238, 879584: 64.63525849140838}"
3431,880641,"{880641: 79.87465896379189, 879584: 68.33406811324062, 879586: 67.4281295873604, 878372: 66.6090459169733, 874255: 65.70192455032232}"
3432,880665,"{880665: 170.53189831361644, 691403: 35.34541959408957, 873921: 31.613777974447363, 830609: 31.211240068860167, 827814: 28.34296966433206}"
3433,880731,"{880731: 104.15256962371005, 860334: 27.07569687660124, 881290: 24.0416919867293, 865782: 22.74175354785857, 828508: 21.966040324210226}"
3434,880757,"{880757: 126.031315486446, 883666: 74.91423319112904, 882886: 73.56731219708978, 740250: 63.38066274159521, 941254: 62.78430348634588}"
